channel_id	channel_name	sampling_frequency	dtype	unit	gain	offset	stream_id	type
LF85	imec0.lf#LF85	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF86	imec0.lf#LF86	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF87	imec0.lf#LF87	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF88	imec0.lf#LF88	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF89	imec0.lf#LF89	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF90	imec0.lf#LF90	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF91	imec0.lf#LF91	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF92	imec0.lf#LF92	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF93	imec0.lf#LF93	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF94	imec0.lf#LF94	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF95	imec0.lf#LF95	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF96	imec0.lf#LF96	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF97	imec0.lf#LF97	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF98	imec0.lf#LF98	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF99	imec0.lf#LF99	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF100	imec0.lf#LF100	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF101	imec0.lf#LF101	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF102	imec0.lf#LF102	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF103	imec0.lf#LF103	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF104	imec0.lf#LF104	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF105	imec0.lf#LF105	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF106	imec0.lf#LF106	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF107	imec0.lf#LF107	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF108	imec0.lf#LF108	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF109	imec0.lf#LF109	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF110	imec0.lf#LF110	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF111	imec0.lf#LF111	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF112	imec0.lf#LF112	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF113	imec0.lf#LF113	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF114	imec0.lf#LF114	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF115	imec0.lf#LF115	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF116	imec0.lf#LF116	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF117	imec0.lf#LF117	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF118	imec0.lf#LF118	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF119	imec0.lf#LF119	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF120	imec0.lf#LF120	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF121	imec0.lf#LF121	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF122	imec0.lf#LF122	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF123	imec0.lf#LF123	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF124	imec0.lf#LF124	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF125	imec0.lf#LF125	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF126	imec0.lf#LF126	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF127	imec0.lf#LF127	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF128	imec0.lf#LF128	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF129	imec0.lf#LF129	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF130	imec0.lf#LF130	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF131	imec0.lf#LF131	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF132	imec0.lf#LF132	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF133	imec0.lf#LF133	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF134	imec0.lf#LF134	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF135	imec0.lf#LF135	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF136	imec0.lf#LF136	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF137	imec0.lf#LF137	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF138	imec0.lf#LF138	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF139	imec0.lf#LF139	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF140	imec0.lf#LF140	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF141	imec0.lf#LF141	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF142	imec0.lf#LF142	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF143	imec0.lf#LF143	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF144	imec0.lf#LF144	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF145	imec0.lf#LF145	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF146	imec0.lf#LF146	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF147	imec0.lf#LF147	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF148	imec0.lf#LF148	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF149	imec0.lf#LF149	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF150	imec0.lf#LF150	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF151	imec0.lf#LF151	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF152	imec0.lf#LF152	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF153	imec0.lf#LF153	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF154	imec0.lf#LF154	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF155	imec0.lf#LF155	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF156	imec0.lf#LF156	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF157	imec0.lf#LF157	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF158	imec0.lf#LF158	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF159	imec0.lf#LF159	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF160	imec0.lf#LF160	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF161	imec0.lf#LF161	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF162	imec0.lf#LF162	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF163	imec0.lf#LF163	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF164	imec0.lf#LF164	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF165	imec0.lf#LF165	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF166	imec0.lf#LF166	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF167	imec0.lf#LF167	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF168	imec0.lf#LF168	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF169	imec0.lf#LF169	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF170	imec0.lf#LF170	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF171	imec0.lf#LF171	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF172	imec0.lf#LF172	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF173	imec0.lf#LF173	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF174	imec0.lf#LF174	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF175	imec0.lf#LF175	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF176	imec0.lf#LF176	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF177	imec0.lf#LF177	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF178	imec0.lf#LF178	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF179	imec0.lf#LF179	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF180	imec0.lf#LF180	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF181	imec0.lf#LF181	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF182	imec0.lf#LF182	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF183	imec0.lf#LF183	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF184	imec0.lf#LF184	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF185	imec0.lf#LF185	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF186	imec0.lf#LF186	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF187	imec0.lf#LF187	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF188	imec0.lf#LF188	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF189	imec0.lf#LF189	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF190	imec0.lf#LF190	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF191	imec0.lf#LF191	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF192	imec0.lf#LF192	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF193	imec0.lf#LF193	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF194	imec0.lf#LF194	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF195	imec0.lf#LF195	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF196	imec0.lf#LF196	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF197	imec0.lf#LF197	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF198	imec0.lf#LF198	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF199	imec0.lf#LF199	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF200	imec0.lf#LF200	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF201	imec0.lf#LF201	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF202	imec0.lf#LF202	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF203	imec0.lf#LF203	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF204	imec0.lf#LF204	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF205	imec0.lf#LF205	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF206	imec0.lf#LF206	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF207	imec0.lf#LF207	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF208	imec0.lf#LF208	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF209	imec0.lf#LF209	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF210	imec0.lf#LF210	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF211	imec0.lf#LF211	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF212	imec0.lf#LF212	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF213	imec0.lf#LF213	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF214	imec0.lf#LF214	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF215	imec0.lf#LF215	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF216	imec0.lf#LF216	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF217	imec0.lf#LF217	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF218	imec0.lf#LF218	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF219	imec0.lf#LF219	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF220	imec0.lf#LF220	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF221	imec0.lf#LF221	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF222	imec0.lf#LF222	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF223	imec0.lf#LF223	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF224	imec0.lf#LF224	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF225	imec0.lf#LF225	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF226	imec0.lf#LF226	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF227	imec0.lf#LF227	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF228	imec0.lf#LF228	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF229	imec0.lf#LF229	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF230	imec0.lf#LF230	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF231	imec0.lf#LF231	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF232	imec0.lf#LF232	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF233	imec0.lf#LF233	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF234	imec0.lf#LF234	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF235	imec0.lf#LF235	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF236	imec0.lf#LF236	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF237	imec0.lf#LF237	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF238	imec0.lf#LF238	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF239	imec0.lf#LF239	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF240	imec0.lf#LF240	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF241	imec0.lf#LF241	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF242	imec0.lf#LF242	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF243	imec0.lf#LF243	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF244	imec0.lf#LF244	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF245	imec0.lf#LF245	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF246	imec0.lf#LF246	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF247	imec0.lf#LF247	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF248	imec0.lf#LF248	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF249	imec0.lf#LF249	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF250	imec0.lf#LF250	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF251	imec0.lf#LF251	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF252	imec0.lf#LF252	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF253	imec0.lf#LF253	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF254	imec0.lf#LF254	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF255	imec0.lf#LF255	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF256	imec0.lf#LF256	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF257	imec0.lf#LF257	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF258	imec0.lf#LF258	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF259	imec0.lf#LF259	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF260	imec0.lf#LF260	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF261	imec0.lf#LF261	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF262	imec0.lf#LF262	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF263	imec0.lf#LF263	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF264	imec0.lf#LF264	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF265	imec0.lf#LF265	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF266	imec0.lf#LF266	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF267	imec0.lf#LF267	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF268	imec0.lf#LF268	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF269	imec0.lf#LF269	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF270	imec0.lf#LF270	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF271	imec0.lf#LF271	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF272	imec0.lf#LF272	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF273	imec0.lf#LF273	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF274	imec0.lf#LF274	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF275	imec0.lf#LF275	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF276	imec0.lf#LF276	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF277	imec0.lf#LF277	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF278	imec0.lf#LF278	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF279	imec0.lf#LF279	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF280	imec0.lf#LF280	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF281	imec0.lf#LF281	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF282	imec0.lf#LF282	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF283	imec0.lf#LF283	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF284	imec0.lf#LF284	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF285	imec0.lf#LF285	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF286	imec0.lf#LF286	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF287	imec0.lf#LF287	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF288	imec0.lf#LF288	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF289	imec0.lf#LF289	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF290	imec0.lf#LF290	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF291	imec0.lf#LF291	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF292	imec0.lf#LF292	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF293	imec0.lf#LF293	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF294	imec0.lf#LF294	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF295	imec0.lf#LF295	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF296	imec0.lf#LF296	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF297	imec0.lf#LF297	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF298	imec0.lf#LF298	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF299	imec0.lf#LF299	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF300	imec0.lf#LF300	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF301	imec0.lf#LF301	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF302	imec0.lf#LF302	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF303	imec0.lf#LF303	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF304	imec0.lf#LF304	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF305	imec0.lf#LF305	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF306	imec0.lf#LF306	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF307	imec0.lf#LF307	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF308	imec0.lf#LF308	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF309	imec0.lf#LF309	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF310	imec0.lf#LF310	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF311	imec0.lf#LF311	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF312	imec0.lf#LF312	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF313	imec0.lf#LF313	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF314	imec0.lf#LF314	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF315	imec0.lf#LF315	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF316	imec0.lf#LF316	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF317	imec0.lf#LF317	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF318	imec0.lf#LF318	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF319	imec0.lf#LF319	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF320	imec0.lf#LF320	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF321	imec0.lf#LF321	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF322	imec0.lf#LF322	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF323	imec0.lf#LF323	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF324	imec0.lf#LF324	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF325	imec0.lf#LF325	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF326	imec0.lf#LF326	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF327	imec0.lf#LF327	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF328	imec0.lf#LF328	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF329	imec0.lf#LF329	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF330	imec0.lf#LF330	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF331	imec0.lf#LF331	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF332	imec0.lf#LF332	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF333	imec0.lf#LF333	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF334	imec0.lf#LF334	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF335	imec0.lf#LF335	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF336	imec0.lf#LF336	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF337	imec0.lf#LF337	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF338	imec0.lf#LF338	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF339	imec0.lf#LF339	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF340	imec0.lf#LF340	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF341	imec0.lf#LF341	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF342	imec0.lf#LF342	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF343	imec0.lf#LF343	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF344	imec0.lf#LF344	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF345	imec0.lf#LF345	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF346	imec0.lf#LF346	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF347	imec0.lf#LF347	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF348	imec0.lf#LF348	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF349	imec0.lf#LF349	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF350	imec0.lf#LF350	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF351	imec0.lf#LF351	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF352	imec0.lf#LF352	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF353	imec0.lf#LF353	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF354	imec0.lf#LF354	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF355	imec0.lf#LF355	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF356	imec0.lf#LF356	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF357	imec0.lf#LF357	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF358	imec0.lf#LF358	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF359	imec0.lf#LF359	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF360	imec0.lf#LF360	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF361	imec0.lf#LF361	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF362	imec0.lf#LF362	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF363	imec0.lf#LF363	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF364	imec0.lf#LF364	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF365	imec0.lf#LF365	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF366	imec0.lf#LF366	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF367	imec0.lf#LF367	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF368	imec0.lf#LF368	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF369	imec0.lf#LF369	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF370	imec0.lf#LF370	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF371	imec0.lf#LF371	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF372	imec0.lf#LF372	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF373	imec0.lf#LF373	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF374	imec0.lf#LF374	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF375	imec0.lf#LF375	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF376	imec0.lf#LF376	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF377	imec0.lf#LF377	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF378	imec0.lf#LF378	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF379	imec0.lf#LF379	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF380	imec0.lf#LF380	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF381	imec0.lf#LF381	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF382	imec0.lf#LF382	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
LF383	imec0.lf#LF383	2500.0	int16	uV	4.6875	0.0	imec0.lf	EXT
