type	probe_id	manufacturer	description
unknown	Neuropixel-Imec	Imec	"{""probe_type"": ""0"", ""probe_type_description"": ""NP1.0"", ""flex_part_number"": ""NP2_FLEX_0"", ""connected_base_station_part_number"": ""NP2_QBSC_00""}"
