gain	contact_id	unit	type	channel_id	sampling_frequency
0.000152587890625		V	EXT		31250.0
0.000152587890625	1	V	EXT	1	31250.0
0.000152587890625	2	V	EXT	2	31250.0
0.000152587890625	3	V	EXT	3	31250.0
0.000152587890625	4	V	EXT	4	31250.0
0.000152587890625	5	V	EXT	5	31250.0
0.000152587890625	6	V	EXT	6	31250.0
0.000152587890625	7	V	EXT	7	31250.0
0.000152587890625	8	V	EXT	8	31250.0
0.000152587890625	9	V	EXT	9	31250.0
0.000152587890625	10	V	EXT	10	31250.0
0.000152587890625	11	V	EXT	11	31250.0
0.000152587890625	12	V	EXT	12	31250.0
0.000152587890625	13	V	EXT	13	31250.0
0.000152587890625	14	V	EXT	14	31250.0
0.000152587890625	15	V	EXT	15	31250.0
0.000152587890625	16	V	EXT	16	31250.0
0.000152587890625	17	V	EXT	17	31250.0
0.000152587890625	18	V	EXT	18	31250.0
0.000152587890625	19	V	EXT	19	31250.0
0.000152587890625	20	V	EXT	20	31250.0
0.000152587890625	21	V	EXT	21	31250.0
0.000152587890625	22	V	EXT	22	31250.0
0.000152587890625	23	V	EXT	23	31250.0
0.000152587890625	24	V	EXT	24	31250.0
0.000152587890625	25	V	EXT	25	31250.0
0.000152587890625	26	V	EXT	26	31250.0
0.000152587890625	27	V	EXT	27	31250.0
0.000152587890625	28	V	EXT	28	31250.0
0.000152587890625	29	V	EXT	29	31250.0
0.000152587890625	30	V	EXT	30	31250.0
0.000152587890625	31	V	EXT	31	31250.0
0.000152587890625	32	V	EXT	32	31250.0
0.000152587890625	33	V	EXT	33	31250.0
0.000152587890625	34	V	EXT	34	31250.0
0.000152587890625	35	V	EXT	35	31250.0
0.000152587890625	36	V	EXT	36	31250.0
0.000152587890625	37	V	EXT	37	31250.0
0.000152587890625	38	V	EXT	38	31250.0
0.000152587890625	39	V	EXT	39	31250.0
0.000152587890625	40	V	EXT	40	31250.0
0.000152587890625	41	V	EXT	41	31250.0
0.000152587890625	42	V	EXT	42	31250.0
0.000152587890625	43	V	EXT	43	31250.0
0.000152587890625	44	V	EXT	44	31250.0
0.000152587890625	45	V	EXT	45	31250.0
0.000152587890625	46	V	EXT	46	31250.0
0.000152587890625	47	V	EXT	47	31250.0
0.000152587890625	48	V	EXT	48	31250.0
0.000152587890625	49	V	EXT	49	31250.0
0.000152587890625	50	V	EXT	50	31250.0
0.000152587890625	51	V	EXT	51	31250.0
0.000152587890625	52	V	EXT	52	31250.0
0.000152587890625	53	V	EXT	53	31250.0
0.000152587890625	54	V	EXT	54	31250.0
0.000152587890625	55	V	EXT	55	31250.0
0.000152587890625	56	V	EXT	56	31250.0
0.000152587890625	57	V	EXT	57	31250.0
0.000152587890625	58	V	EXT	58	31250.0
0.000152587890625	59	V	EXT	59	31250.0
0.000152587890625	60	V	EXT	60	31250.0
0.000152587890625	61	V	EXT	61	31250.0
0.000152587890625	62	V	EXT	62	31250.0
0.000152587890625	63	V	EXT	63	31250.0
0.000152587890625	64	V	EXT	64	31250.0
0.000152587890625	65	V	EXT	65	31250.0
0.000152587890625	66	V	EXT	66	31250.0
0.000152587890625	67	V	EXT	67	31250.0
0.000152587890625	68	V	EXT	68	31250.0
0.000152587890625	69	V	EXT	69	31250.0
0.000152587890625	70	V	EXT	70	31250.0
0.000152587890625	71	V	EXT	71	31250.0
0.000152587890625	72	V	EXT	72	31250.0
0.000152587890625	73	V	EXT	73	31250.0
0.000152587890625	74	V	EXT	74	31250.0
0.000152587890625	75	V	EXT	75	31250.0
0.000152587890625	76	V	EXT	76	31250.0
0.000152587890625	77	V	EXT	77	31250.0
0.000152587890625	78	V	EXT	78	31250.0
0.000152587890625	79	V	EXT	79	31250.0
0.000152587890625	80	V	EXT	80	31250.0
0.000152587890625	81	V	EXT	81	31250.0
0.000152587890625	82	V	EXT	82	31250.0
0.000152587890625	83	V	EXT	83	31250.0
0.000152587890625	84	V	EXT	84	31250.0
0.000152587890625	85	V	EXT	85	31250.0
0.000152587890625	86	V	EXT	86	31250.0
0.000152587890625	87	V	EXT	87	31250.0
0.000152587890625	88	V	EXT	88	31250.0
0.000152587890625	89	V	EXT	89	31250.0
0.000152587890625	90	V	EXT	90	31250.0
0.000152587890625	91	V	EXT	91	31250.0
0.000152587890625	92	V	EXT	92	31250.0
0.000152587890625	93	V	EXT	93	31250.0
0.000152587890625	94	V	EXT	94	31250.0
0.000152587890625	95	V	EXT	95	31250.0
0.000152587890625	96	V	EXT	96	31250.0
0.000152587890625	97	V	EXT	97	31250.0
0.000152587890625	98	V	EXT	98	31250.0
0.000152587890625	99	V	EXT	99	31250.0
0.000152587890625	100	V	EXT	100	31250.0
0.000152587890625	101	V	EXT	101	31250.0
0.000152587890625	102	V	EXT	102	31250.0
0.000152587890625	103	V	EXT	103	31250.0
0.000152587890625	104	V	EXT	104	31250.0
0.000152587890625	105	V	EXT	105	31250.0
0.000152587890625	106	V	EXT	106	31250.0
0.000152587890625	107	V	EXT	107	31250.0
0.000152587890625	108	V	EXT	108	31250.0
0.000152587890625	109	V	EXT	109	31250.0
0.000152587890625	110	V	EXT	110	31250.0
0.000152587890625	111	V	EXT	111	31250.0
0.000152587890625	112	V	EXT	112	31250.0
0.000152587890625	113	V	EXT	113	31250.0
0.000152587890625	114	V	EXT	114	31250.0
0.000152587890625	115	V	EXT	115	31250.0
0.000152587890625	116	V	EXT	116	31250.0
0.000152587890625	117	V	EXT	117	31250.0
0.000152587890625	118	V	EXT	118	31250.0
0.000152587890625	119	V	EXT	119	31250.0
0.000152587890625	120	V	EXT	120	31250.0
0.000152587890625	121	V	EXT	121	31250.0
0.000152587890625	122	V	EXT	122	31250.0
0.000152587890625	123	V	EXT	123	31250.0
0.000152587890625	124	V	EXT	124	31250.0
0.000152587890625	125	V	EXT	125	31250.0
0.000152587890625	126	V	EXT	126	31250.0
0.000152587890625	127	V	EXT	127	31250.0
0.000152587890625	128	V	EXT	128	31250.0
0.000152587890625	129	V	EXT	129	31250.0
0.000152587890625	130	V	EXT	130	31250.0
0.000152587890625	131	V	EXT	131	31250.0
0.000152587890625	132	V	EXT	132	31250.0
0.000152587890625	133	V	EXT	133	31250.0
0.000152587890625	134	V	EXT	134	31250.0
0.000152587890625	135	V	EXT	135	31250.0
0.000152587890625	136	V	EXT	136	31250.0
0.000152587890625	137	V	EXT	137	31250.0
0.000152587890625	138	V	EXT	138	31250.0
0.000152587890625	139	V	EXT	139	31250.0
0.000152587890625	140	V	EXT	140	31250.0
0.000152587890625	141	V	EXT	141	31250.0
0.000152587890625	142	V	EXT	142	31250.0
0.000152587890625	143	V	EXT	143	31250.0
0.000152587890625	144	V	EXT	144	31250.0
0.000152587890625	145	V	EXT	145	31250.0
0.000152587890625	146	V	EXT	146	31250.0
0.000152587890625	147	V	EXT	147	31250.0
0.000152587890625	148	V	EXT	148	31250.0
0.000152587890625	149	V	EXT	149	31250.0
0.000152587890625	150	V	EXT	150	31250.0
0.000152587890625	151	V	EXT	151	31250.0
0.000152587890625	152	V	EXT	152	31250.0
0.000152587890625	153	V	EXT	153	31250.0
0.000152587890625	154	V	EXT	154	31250.0
0.000152587890625	155	V	EXT	155	31250.0
0.000152587890625	156	V	EXT	156	31250.0
0.000152587890625	157	V	EXT	157	31250.0
0.000152587890625	158	V	EXT	158	31250.0
0.000152587890625	159	V	EXT	159	31250.0
0.000152587890625	160	V	EXT	160	31250.0
0.000152587890625	161	V	EXT	161	31250.0
0.000152587890625	162	V	EXT	162	31250.0
0.000152587890625	163	V	EXT	163	31250.0
0.000152587890625	164	V	EXT	164	31250.0
0.000152587890625	165	V	EXT	165	31250.0
0.000152587890625	166	V	EXT	166	31250.0
0.000152587890625	167	V	EXT	167	31250.0
0.000152587890625	168	V	EXT	168	31250.0
0.000152587890625	169	V	EXT	169	31250.0
0.000152587890625	170	V	EXT	170	31250.0
0.000152587890625	171	V	EXT	171	31250.0
0.000152587890625	172	V	EXT	172	31250.0
0.000152587890625	173	V	EXT	173	31250.0
0.000152587890625	174	V	EXT	174	31250.0
0.000152587890625	175	V	EXT	175	31250.0
0.000152587890625	176	V	EXT	176	31250.0
0.000152587890625	177	V	EXT	177	31250.0
0.000152587890625	178	V	EXT	178	31250.0
0.000152587890625	179	V	EXT	179	31250.0
0.000152587890625	180	V	EXT	180	31250.0
0.000152587890625	181	V	EXT	181	31250.0
0.000152587890625	182	V	EXT	182	31250.0
0.000152587890625	183	V	EXT	183	31250.0
0.000152587890625	184	V	EXT	184	31250.0
0.000152587890625	185	V	EXT	185	31250.0
0.000152587890625	186	V	EXT	186	31250.0
0.000152587890625	187	V	EXT	187	31250.0
0.000152587890625	188	V	EXT	188	31250.0
0.000152587890625	189	V	EXT	189	31250.0
0.000152587890625	190	V	EXT	190	31250.0
0.000152587890625	191	V	EXT	191	31250.0
0.000152587890625	192	V	EXT	192	31250.0
0.000152587890625	193	V	EXT	193	31250.0
0.000152587890625	194	V	EXT	194	31250.0
0.000152587890625	195	V	EXT	195	31250.0
0.000152587890625	196	V	EXT	196	31250.0
0.000152587890625	197	V	EXT	197	31250.0
0.000152587890625	198	V	EXT	198	31250.0
0.000152587890625	199	V	EXT	199	31250.0
0.000152587890625	200	V	EXT	200	31250.0
0.000152587890625	201	V	EXT	201	31250.0
0.000152587890625	202	V	EXT	202	31250.0
0.000152587890625	203	V	EXT	203	31250.0
0.000152587890625	204	V	EXT	204	31250.0
0.000152587890625	205	V	EXT	205	31250.0
0.000152587890625	206	V	EXT	206	31250.0
0.000152587890625	207	V	EXT	207	31250.0
0.000152587890625	208	V	EXT	208	31250.0
0.000152587890625	209	V	EXT	209	31250.0
0.000152587890625	210	V	EXT	210	31250.0
0.000152587890625	211	V	EXT	211	31250.0
0.000152587890625	212	V	EXT	212	31250.0
0.000152587890625	213	V	EXT	213	31250.0
0.000152587890625	214	V	EXT	214	31250.0
0.000152587890625	215	V	EXT	215	31250.0
0.000152587890625	216	V	EXT	216	31250.0
0.000152587890625	217	V	EXT	217	31250.0
0.000152587890625	218	V	EXT	218	31250.0
0.000152587890625	219	V	EXT	219	31250.0
0.000152587890625	220	V	EXT	220	31250.0
0.000152587890625	221	V	EXT	221	31250.0
0.000152587890625	222	V	EXT	222	31250.0
0.000152587890625	223	V	EXT	223	31250.0
0.000152587890625	224	V	EXT	224	31250.0
0.000152587890625	225	V	EXT	225	31250.0
0.000152587890625	226	V	EXT	226	31250.0
0.000152587890625	227	V	EXT	227	31250.0
0.000152587890625	228	V	EXT	228	31250.0
0.000152587890625	229	V	EXT	229	31250.0
0.000152587890625	230	V	EXT	230	31250.0
0.000152587890625	231	V	EXT	231	31250.0
0.000152587890625	232	V	EXT	232	31250.0
0.000152587890625	233	V	EXT	233	31250.0
0.000152587890625	234	V	EXT	234	31250.0
0.000152587890625	235	V	EXT	235	31250.0
0.000152587890625	236	V	EXT	236	31250.0
0.000152587890625	237	V	EXT	237	31250.0
0.000152587890625	238	V	EXT	238	31250.0
0.000152587890625	239	V	EXT	239	31250.0
0.000152587890625	240	V	EXT	240	31250.0
0.000152587890625	241	V	EXT	241	31250.0
0.000152587890625	242	V	EXT	242	31250.0
0.000152587890625	243	V	EXT	243	31250.0
0.000152587890625	244	V	EXT	244	31250.0
0.000152587890625	245	V	EXT	245	31250.0
0.000152587890625	246	V	EXT	246	31250.0
0.000152587890625	247	V	EXT	247	31250.0
0.000152587890625	248	V	EXT	248	31250.0
0.000152587890625	249	V	EXT	249	31250.0
0.000152587890625	250	V	EXT	250	31250.0
0.000152587890625	251	V	EXT	251	31250.0
0.000152587890625	252	V	EXT	252	31250.0
0.000152587890625	253	V	EXT	253	31250.0
0.000152587890625	254	V	EXT	254	31250.0
0.000152587890625	255	V	EXT	255	31250.0
0.000152587890625	256	V	EXT	256	31250.0
0.000152587890625	257	V	EXT	257	31250.0
0.000152587890625	258	V	EXT	258	31250.0
0.000152587890625	259	V	EXT	259	31250.0
0.000152587890625	260	V	EXT	260	31250.0
0.000152587890625	261	V	EXT	261	31250.0
0.000152587890625	262	V	EXT	262	31250.0
0.000152587890625	263	V	EXT	263	31250.0
0.000152587890625	264	V	EXT	264	31250.0
0.000152587890625	265	V	EXT	265	31250.0
0.000152587890625	266	V	EXT	266	31250.0
0.000152587890625	267	V	EXT	267	31250.0
0.000152587890625	268	V	EXT	268	31250.0
0.000152587890625	269	V	EXT	269	31250.0
0.000152587890625	270	V	EXT	270	31250.0
0.000152587890625	271	V	EXT	271	31250.0
0.000152587890625	272	V	EXT	272	31250.0
0.000152587890625	273	V	EXT	273	31250.0
0.000152587890625	274	V	EXT	274	31250.0
0.000152587890625	275	V	EXT	275	31250.0
0.000152587890625	276	V	EXT	276	31250.0
0.000152587890625	277	V	EXT	277	31250.0
0.000152587890625	278	V	EXT	278	31250.0
0.000152587890625	279	V	EXT	279	31250.0
0.000152587890625	280	V	EXT	280	31250.0
0.000152587890625	281	V	EXT	281	31250.0
0.000152587890625	282	V	EXT	282	31250.0
0.000152587890625	283	V	EXT	283	31250.0
0.000152587890625	284	V	EXT	284	31250.0
0.000152587890625	285	V	EXT	285	31250.0
0.000152587890625	286	V	EXT	286	31250.0
0.000152587890625	287	V	EXT	287	31250.0
0.000152587890625	288	V	EXT	288	31250.0
0.000152587890625	289	V	EXT	289	31250.0
0.000152587890625	290	V	EXT	290	31250.0
0.000152587890625	291	V	EXT	291	31250.0
0.000152587890625	292	V	EXT	292	31250.0
0.000152587890625	293	V	EXT	293	31250.0
0.000152587890625	294	V	EXT	294	31250.0
0.000152587890625	295	V	EXT	295	31250.0
0.000152587890625	296	V	EXT	296	31250.0
0.000152587890625	297	V	EXT	297	31250.0
0.000152587890625	298	V	EXT	298	31250.0
0.000152587890625	299	V	EXT	299	31250.0
0.000152587890625	300	V	EXT	300	31250.0
0.000152587890625	301	V	EXT	301	31250.0
0.000152587890625	302	V	EXT	302	31250.0
0.000152587890625	303	V	EXT	303	31250.0
0.000152587890625	304	V	EXT	304	31250.0
0.000152587890625	305	V	EXT	305	31250.0
0.000152587890625	306	V	EXT	306	31250.0
0.000152587890625	307	V	EXT	307	31250.0
0.000152587890625	308	V	EXT	308	31250.0
0.000152587890625	309	V	EXT	309	31250.0
0.000152587890625	310	V	EXT	310	31250.0
0.000152587890625	311	V	EXT	311	31250.0
0.000152587890625	312	V	EXT	312	31250.0
0.000152587890625	313	V	EXT	313	31250.0
0.000152587890625	314	V	EXT	314	31250.0
0.000152587890625	315	V	EXT	315	31250.0
0.000152587890625	316	V	EXT	316	31250.0
0.000152587890625	317	V	EXT	317	31250.0
0.000152587890625	318	V	EXT	318	31250.0
0.000152587890625	319	V	EXT	319	31250.0
0.000152587890625	320	V	EXT	320	31250.0
0.000152587890625	321	V	EXT	321	31250.0
0.000152587890625	322	V	EXT	322	31250.0
0.000152587890625	323	V	EXT	323	31250.0
0.000152587890625	324	V	EXT	324	31250.0
0.000152587890625	325	V	EXT	325	31250.0
0.000152587890625	326	V	EXT	326	31250.0
0.000152587890625	327	V	EXT	327	31250.0
0.000152587890625	328	V	EXT	328	31250.0
0.000152587890625	329	V	EXT	329	31250.0
0.000152587890625	330	V	EXT	330	31250.0
0.000152587890625	331	V	EXT	331	31250.0
0.000152587890625	332	V	EXT	332	31250.0
0.000152587890625	333	V	EXT	333	31250.0
0.000152587890625	334	V	EXT	334	31250.0
0.000152587890625	335	V	EXT	335	31250.0
0.000152587890625	336	V	EXT	336	31250.0
0.000152587890625	337	V	EXT	337	31250.0
0.000152587890625	338	V	EXT	338	31250.0
0.000152587890625	339	V	EXT	339	31250.0
0.000152587890625	340	V	EXT	340	31250.0
0.000152587890625	341	V	EXT	341	31250.0
0.000152587890625	342	V	EXT	342	31250.0
0.000152587890625	343	V	EXT	343	31250.0
0.000152587890625	344	V	EXT	344	31250.0
0.000152587890625	345	V	EXT	345	31250.0
0.000152587890625	346	V	EXT	346	31250.0
0.000152587890625	347	V	EXT	347	31250.0
0.000152587890625	348	V	EXT	348	31250.0
0.000152587890625	349	V	EXT	349	31250.0
0.000152587890625	350	V	EXT	350	31250.0
0.000152587890625	351	V	EXT	351	31250.0
0.000152587890625	352	V	EXT	352	31250.0
0.000152587890625	353	V	EXT	353	31250.0
0.000152587890625	354	V	EXT	354	31250.0
0.000152587890625	355	V	EXT	355	31250.0
0.000152587890625	356	V	EXT	356	31250.0
0.000152587890625	357	V	EXT	357	31250.0
0.000152587890625	358	V	EXT	358	31250.0
0.000152587890625	359	V	EXT	359	31250.0
0.000152587890625	360	V	EXT	360	31250.0
0.000152587890625	361	V	EXT	361	31250.0
0.000152587890625	362	V	EXT	362	31250.0
0.000152587890625	363	V	EXT	363	31250.0
0.000152587890625	364	V	EXT	364	31250.0
0.000152587890625	365	V	EXT	365	31250.0
0.000152587890625	366	V	EXT	366	31250.0
0.000152587890625	367	V	EXT	367	31250.0
0.000152587890625	368	V	EXT	368	31250.0
0.000152587890625	369	V	EXT	369	31250.0
0.000152587890625	370	V	EXT	370	31250.0
0.000152587890625	371	V	EXT	371	31250.0
0.000152587890625	372	V	EXT	372	31250.0
0.000152587890625	373	V	EXT	373	31250.0
0.000152587890625	374	V	EXT	374	31250.0
0.000152587890625	375	V	EXT	375	31250.0
0.000152587890625	376	V	EXT	376	31250.0
0.000152587890625	377	V	EXT	377	31250.0
0.000152587890625	378	V	EXT	378	31250.0
0.000152587890625	379	V	EXT	379	31250.0
0.000152587890625	380	V	EXT	380	31250.0
0.000152587890625	381	V	EXT	381	31250.0
0.000152587890625	382	V	EXT	382	31250.0
0.000152587890625	383	V	EXT	383	31250.0
0.000152587890625	384	V	EXT	384	31250.0
0.000152587890625	385	V	EXT	385	31250.0
0.000152587890625	386	V	EXT	386	31250.0
0.000152587890625	387	V	EXT	387	31250.0
0.000152587890625	388	V	EXT	388	31250.0
0.000152587890625	389	V	EXT	389	31250.0
0.000152587890625	390	V	EXT	390	31250.0
0.000152587890625	391	V	EXT	391	31250.0
